Column1,Column2,Column3,Column4,Column5,Column6
2017-2018,Apertura,  Sabado 21 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 13-n21 Octubre 2017 - 1600 hrs,  0 - 1,  La Cantera,  81256-pumas-vs-america
2017-2018,Apertura,  Sabado 21 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 13-n21 Octubre 2017 - 1600 hrs,  2 - 2,  Caliente,  81257-tijuana-vs-toluca
2017-2018,Apertura,  Sabado 21 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 13-n21 Octubre 2017 - 2105 hrs,  4 - 1,  Universitario,  81254-tigres-de-la-uanl-vs-rayados-de-monterrey
2017-2018,Apertura,  Lunes 23 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 13-n23 Octubre 2017 - 1900 hrs,  4 - 1,  Hidalgo,  81250-pachuca-vs-m-morelia
2017-2018,Apertura,  Viernes 27 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n27 Octubre 2017 - 1200 hrs,  4 - 0,  Instalaciones Metepec Cancha 1 Natural,  81258-toluca-vs-pachuca
2017-2018,Apertura,  Viernes 27 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n27 Octubre 2017 - 1600 hrs,  0 - 1,  Instalaciones la Noria Cancha 3 (Sintetica),  81259-cruz-azul-vs-tijuana
2017-2018,Apertura,  Viernes 27 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n27 Octubre 2017 - 1600 hrs,  0 - 1,  Instalaciones Casa Club Necaxa Cancha 5 Sintetica,  81260-necaxa-vs-tigres-de-la-uanl
2017-2018,Apertura,  Sabado 28 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n28 Octubre 2017 - 1100 hrs,  4 - 2,  La Corregidora,  81262-queretaro-vs-atlas
2017-2018,Apertura,  Sabado 28 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n28 Octubre 2017 - 1100 hrs,  7 - 0,  El Barrial,  81265-rayados-de-monterrey-vs-santos-laguna
2017-2018,Apertura,  Sabado 28 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n28 Octubre 2017 - 1230 hrs,  0 - 0,  Jose Mari­a Morelos y Pavon,  81263-m-morelia-vs-pumas
2017-2018,Apertura,  Sabado 28 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n28 Octubre 2017 - 1600 hrs,  3 - 1,  Instalaciones Club America Coapa,  81264-america-vs-veracruz
2017-2018,Apertura,  Domingo 29 de Octubre de 2017-nTemporada 2017-2018-nTorneo Apertura-nJornada 14-n29 Octubre 2017 - 1200 hrs,  4 - 0,  Verde Valle,  81261-guadalajara-vs-leon
2017-2018,Apertura,  Sabado 4 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nSemifinal Ida-n4 Noviembre 2017 - 1630 hrs,  4 - 2,  Estadio Chivas,  87356-guadalajara-vs-america
2017-2018,Apertura,  Lunes 6 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nSemifinal Ida-n6 Noviembre 2017 - 2100 hrs,  4 - 0,  Hidalgo,  87357-pachuca-vs-tigres-de-la-uanl
2017-2018,Apertura,  Sabado 11 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nSemifinal Vuelta-n11 Noviembre 2017 - 1600 hrs,  2 - 2,  Azteca,  87358-america-vs-guadalajara
2017-2018,Apertura,  Sabado 11 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nSemifinal Vuelta-n11 Noviembre 2017 - 1900 hrs,  3 - 0,  Universitario,  87359-tigres-de-la-uanl-vs-pachuca
2017-2018,Apertura,  Lunes 20 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nFinal Ida-n20 Noviembre 2017 - 2106 hrs,  2 - 0,  Hidalgo,  87422-pachuca-vs-guadalajara
2017-2018,Apertura,  Viernes 24 de Noviembre de 2017-nTemporada 2017-2018-nTorneo Apertura-nFinal Vuelta-n24 Noviembre 2017 - 2006 hrs,  3 - 0,  Estadio Chivas,  87423-guadalajara-vs-pachu
2017-2018,Clausura,  Sabado 6 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n6 Enero 2018 - 0900 hrs,  1 - 0,  Luis Pirata Fuente,  88324-veracruz-vs-pachuca
2017-2018,Clausura,  Sabado 6 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n6 Enero 2018 - 1100 hrs,  4 - 2,  Colomos Alfredo Pistache Torres,  88325-atlas-vs-santos-laguna
2017-2018,Clausura,  Sabado 6 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n6 Enero 2018 - 1600 hrs,  1 - 1,  La Corregidora,  88326-queretaro-vs-guadalajara
2017-2018,Clausura,  Sabado 6 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n6 Enero 2018 - 1600 hrs,  1 - 2,  Azteca,  88327-america-vs-toluca
2017-2018,Clausura,  Domingo 7 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n7 Enero 2018 - 1030 hrs,  6 - 1,  El Barrial,  88328-rayados-de-monterrey-vs-leon
2017-2018,Clausura,  Domingo 7 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n7 Enero 2018 - 1100 hrs,  1 - 0,  Ciudad De Los Deportes,  88322-cruz-azul-vs-pumas
2017-2018,Clausura,  Lunes 8 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 1-n8 Enero 2018 - 1900 hrs,  2 - 2,  Caliente,  88329-tijuana-vs-m-morelia
2017-2018,Clausura,  Viernes 12 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n12 Enero 2018 - 1600 hrs,  3 - 0,  La Cantera Cancha 1,  88351-pumas-vs-tijuana
2017-2018,Clausura,  Viernes 12 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n12 Enero 2018 - 1700 hrs,  1 - 2,  Nou Camp,  88387-leon-vs-necaxa
2017-2018,Clausura,  Sabado 13 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n13 Enero 2018 - 1600 hrs,  0 - 1,  Jose Mari­a Morelos y Pavon,  88389-m-morelia-vs-veracruz
2017-2018,Clausura,  Sabado 13 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n13 Enero 2018 - 1630 hrs,  2 - 0,  Estadio AKRON,  88391-guadalajara-vs-rayados-de-monterrey
2017-2018,Clausura,  Sabado 13 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n13 Enero 2018 - 2100 hrs,  2 - 0,  Universitario,  88388-tigres-de-la-uanl-vs-atlas
2017-2018,Clausura,  Lunes 15 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n15 Enero 2018 - 1600 hrs,  1 - 1,  Nemesio Diez,  88409-toluca-vs-cruz-azul
2017-2018,Clausura,  Lunes 15 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n15 Enero 2018 - 1900 hrs,  2 - 3,  Hidalgo,  88368-pachuca-vs-america
2017-2018,Clausura,  Lunes 15 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 2-n15 Enero 2018 - 2100 hrs,  3 - 1,  TSM Corona,  88394-santos-laguna-vs-queretaro
2017-2018,Clausura,  Viernes 19 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n19 Enero 2018 - 1600 hrs,  0 - 2,  Instalaciones La Noria Cancha 1,  88379-cruz-azul-vs-pachuca
2017-2018,Clausura,  Viernes 19 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n19 Enero 2018 - 1600 hrs,  1 - 2,  Victoria,  88396-necaxa-vs-guadalajara
2017-2018,Clausura,  Sabado 20 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n20 Enero 2018 - 1100 hrs,  0 - 1,  CANCHA ALFREDO PISTACHE TORRES,  88398-atlas-vs-leon
2017-2018,Clausura,  Sabado 20 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n20 Enero 2018 - 1500 hrs,  0 - 0,  Jose Mari­a Morelos y Pavon,  88356-m-morelia-vs-pumas
2017-2018,Clausura,  Sabado 20 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n20 Enero 2018 - 1600 hrs,  4 - 0,  Azteca,  88406-america-vs-veracruz
2017-2018,Clausura,  Domingo 21 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n21 Enero 2018 - 1030 hrs,  2 - 0,  El Barrial,  88400-rayados-de-monterrey-vs-queretaro
2017-2018,Clausura,  Lunes 22 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n22 Enero 2018 - 2100 hrs,  0 - 2,  TSM Corona,  88402-santos-laguna-vs-tigres-de-la-uanl
2017-2018,Clausura,  Lunes 22 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 3-n22 Enero 2018 - 1900 hrs,  1 - 2,  Caliente,  88386-tijuana-vs-toluca
2017-2018,Clausura,  Viernes 26 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n26 Enero 2018 - 1000 hrs,  0 - 1,  Instalaciones Casa Club Leon,  88403-leon-vs-santos-laguna
2017-2018,Clausura,  Sabado 27 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n27 Enero 2018 - 0900 hrs,  0 - 3,  Centro de Alto Rendimiento Cancha 1,  88381-veracruz-vs-pumas
2017-2018,Clausura,  Sabado 27 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n27 Enero 2018 - 1100 hrs,  3 - 2,  La Corregidora,  88404-queretaro-vs-tigres-de-la-uanl
2017-2018,Clausura,  Sabado 27 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n27 Enero 2018 - 1630 hrs,  3 - 1,  Estadio AKRON,  88408-guadalajara-vs-atlas
2017-2018,Clausura,  Domingo 28 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n28 Enero 2018 - 1030 hrs,  8 - 0,  El Barrial,  88407-rayados-de-monterrey-vs-necaxa
2017-2018,Clausura,  Domingo 28 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n28 Enero 2018 - 1800 hrs,  7 - 1,  Azteca,  88357-america-vs-cruz-azul
2017-2018,Clausura,  Lunes 29 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n29 Enero 2018 - 1600 hrs,  3 - 0,  Nemesio Diez,  88376-toluca-vs-m-morelia
2017-2018,Clausura,  Lunes 29 de Enero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 4-n29 Enero 2018 - 1900 hrs,  1 - 0,  Hidalgo,  88393-pachuca-vs-tijuana
2017-2018,Clausura,  Viernes 2 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n2 Febrero 2018 - 1100 hrs,  0 - 1,  Instalaciones La Noria Cancha 1,  88362-cruz-azul-vs-veracruz
2017-2018,Clausura,  Viernes 2 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n2 Febrero 2018 - 1600 hrs,  0 - 2,  Victoria,  88412-necaxa-vs-queretaro
2017-2018,Clausura,  Sabado 3 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n3 Febrero 2018 - 0900 hrs,  6 - 1,  Instalaciones Zuazua,  88413-tigres-de-la-uanl-vs-leon
2017-2018,Clausura,  Sabado 3 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n3 Febrero 2018 - 1100 hrs,  2 - 4,  CANCHA ALFREDO PISTACHE TORRES,  88415-atlas-vs-rayados-de-monterrey
2017-2018,Clausura,  Sabado 3 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n3 Febrero 2018 - 1200 hrs,  1 - 2,  La Cantera Cancha 1,  88367-pumas-vs-toluca
2017-2018,Clausura,  Sabado 3 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n3 Febrero 2018 - 1230 hrs,  1 - 7,  Jose Mari­a Morelos y Pavon,  88405-m-morelia-vs-pachuca
2017-2018,Clausura,  Lunes 5 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n5 Febrero 2018 - 2100 hrs,  1 - 4,  TSM Corona,  88418-santos-laguna-vs-guadalajara
2017-2018,Clausura,  Lunes 5 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 5-n5 Febrero 2018 - 1900 hrs,  0 - 1,  Caliente,  88345-tijuana-vs-america
2017-2018,Clausura,  Viernes 9 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n9 Febrero 2018 - 1600 hrs,  2 - 0,  Victoria,  88419-necaxa-vs-atlas
2017-2018,Clausura,  Viernes 9 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n9 Febrero 2018 - 1600 hrs,  1 - 0,  Instalaciones La Noria Cancha 1,  88427-cruz-azul-vs-tijuana
2017-2018,Clausura,  Sabado 10 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n10 Febrero 2018 - 1100 hrs,  4 - 2,  La Corregidora,  88421-queretaro-vs-leon
2017-2018,Clausura,  Sabado 10 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n10 Febrero 2018 - 1600 hrs,  1 - 2,  Verde Valle,  88424-guadalajara-vs-tigres-de-la-uanl
2017-2018,Clausura,  Sabado 10 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n10 Febrero 2018 - 1730 hrs,  0 - 1,  Luis Pirata Fuente,  88397-veracruz-vs-toluca
2017-2018,Clausura,  Domingo 11 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n11 Febrero 2018 - 1030 hrs,  2 - 1,  El Barrial,  88423-rayados-de-monterrey-vs-santos-laguna
2017-2018,Clausura,  Lunes 12 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n12 Febrero 2018 - 1900 hrs,  0 - 2,  Hidalgo,  88401-pachuca-vs-pumas
2017-2018,Clausura,  Lunes 12 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 6-n12 Febrero 2018 - 2000 hrs,  6 - 1,  Azteca,  88384-america-vs-m-morelia
2017-2018,Clausura,  Sabado 17 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n17 Febrero 2018 - 1100 hrs,  1 - 1,  CANCHA ALFREDO PISTACHE TORRES,  88430-atlas-vs-queretaro
2017-2018,Clausura,  Sabado 17 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n17 Febrero 2018 - 1200 hrs,  1 - 1,  La Cantera,  88432-pumas-vs-america
2017-2018,Clausura,  Sabado 17 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n17 Febrero 2018 - 1230 hrs,  1 - 1,  Jose Mari­a Morelos y Pavon,  88341-m-morelia-vs-cruz-azul
2017-2018,Clausura,  Lunes 19 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n19 Febrero 2018 - 1800 hrs,  0 - 3,  Nemesio Diez,  88360-toluca-vs-pachuca
2017-2018,Clausura,  Lunes 19 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n19 Febrero 2018 - 2000 hrs,  0 - 2,  Universitario,  88429-tigres-de-la-uanl-vs-rayados-de-monterrey
2017-2018,Clausura,  Lunes 19 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n19 Febrero 2018 - 2100 hrs,  0 - 3,  Nou Camp,  88428-leon-vs-guadalajara
2017-2018,Clausura,  Lunes 19 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n19 Febrero 2018 - 2100 hrs,  2 - 0,  TSM Corona,  88434-santos-laguna-vs-necaxa
2017-2018,Clausura,  Lunes 19 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 7-n19 Febrero 2018 - 1900 hrs,  1 - 1,  Caliente,  88361-tijuana-vs-veracruz
2017-2018,Clausura,  Sabado 24 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n24 Febrero 2018 - 1200 hrs,  3 - 0,  La Cantera Cancha 1,  88390-pumas-vs-cruz-azul
2017-2018,Clausura,  Sabado 24 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n24 Febrero 2018 - 1230 hrs,  0 - 1,  Jose Mari­a Morelos y Pavon,  88366-m-morelia-vs-tijuana
2017-2018,Clausura,  Domingo 25 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n25 Febrero 2018 - 0900 hrs,  2 - 0,  Verde Valle,  88383-guadalajara-vs-queretaro
2017-2018,Clausura,  Lunes 26 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n26 Febrero 2018 - 1800 hrs,  1 - 1,  Nemesio Diez,  88335-toluca-vs-america
2017-2018,Clausura,  Lunes 26 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n26 Febrero 2018 - 1900 hrs,  0 - 0,  Hidalgo,  88378-pachuca-vs-veracruz
2017-2018,Clausura,  Lunes 26 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n26 Febrero 2018 - 2000 hrs,  4 - 0,  Universitario,  88323-tigres-de-la-uanl-vs-necaxa
2017-2018,Clausura,  Lunes 26 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n26 Febrero 2018 - 2100 hrs,  2 - 4,  Nou Camp,  88330-leon-vs-rayados-de-monterrey
2017-2018,Clausura,  Lunes 26 de Febrero de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 8-n26 Febrero 2018 - 2100 hrs,  2 - 0,  TSM Corona,  88371-santos-laguna-vs-atlas
2017-2018,Clausura,  Viernes 2 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n2 Marzo 2018 - 1600 hrs,  2 - 2,  Victoria,  88331-necaxa-vs-leon
2017-2018,Clausura,  Viernes 2 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n2 Marzo 2018 - 1600 hrs,  0 - 1,  Instalaciones La Noria Cancha 1,  88346-cruz-azul-vs-toluca
2017-2018,Clausura,  Sabado 3 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n3 Marzo 2018 - 1100 hrs,  1 - 2,  La Corregidora,  88333-queretaro-vs-santos-laguna
2017-2018,Clausura,  Sabado 3 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n3 Marzo 2018 - 1100 hrs,  1 - 3,  Colomos,  88334-atlas-vs-tigres-de-la-uanl
2017-2018,Clausura,  Sabado 3 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n3 Marzo 2018 - 1600 hrs,  2 - 0,  Luis Pirata Fuente,  88332-veracruz-vs-m-morelia
2017-2018,Clausura,  Sabado 3 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n3 Marzo 2018 - 1600 hrs,  2 - 1,  Azteca,  88422-america-vs-pachuca
2017-2018,Clausura,  Lunes 5 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n5 Marzo 2018 - 1900 hrs,  0 - 0,  Caliente,  88410-tijuana-vs-pumas
2017-2018,Clausura,  Lunes 5 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 9-n5 Marzo 2018 - 2100 hrs,  1 - 1,  Estadio BBVA Bancomer,  88336-rayados-de-monterrey-vs-guadalajara
2017-2018,Clausura,  Viernes 9 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n9 Marzo 2018 - 1700 hrs,  4 - 1,  Nou Camp,  88338-leon-vs-atlas
2017-2018,Clausura,  Sabado 10 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n10 Marzo 2018 - 0915 hrs,  1 - 1,  Luis Pirata Fuente,  88349-veracruz-vs-america
2017-2018,Clausura,  Sabado 10 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n10 Marzo 2018 - 1100 hrs,  1 - 7,  La Corregidora,  88340-queretaro-vs-rayados-de-monterrey
2017-2018,Clausura,  Sabado 10 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n10 Marzo 2018 - 1200 hrs,  2 - 0,  La Cantera Cancha 1,  88416-pumas-vs-m-morelia
2017-2018,Clausura,  Domingo 11 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n11 Marzo 2018 - 1230 hrs,  1 - 2,  Verde Valle,  88343-guadalajara-vs-necaxa
2017-2018,Clausura,  Lunes 12 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n12 Marzo 2018 - 1800 hrs,  3 - 0,  Nemesio Diez,  88392-toluca-vs-tijuana
2017-2018,Clausura,  Lunes 12 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n12 Marzo 2018 - 1900 hrs,  4 - 0,  Hidalgo,  88433-pachuca-vs-cruz-azul
2017-2018,Clausura,  Lunes 12 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 10-n12 Marzo 2018 - 2000 hrs,  2 - 1,  Universitario,  88339-tigres-de-la-uanl-vs-santos-laguna
2017-2018,Clausura,  Viernes 16 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n16 Marzo 2018 - 1600 hrs,  0 - 2,  Victoria,  88347-necaxa-vs-rayados-de-monterrey
2017-2018,Clausura,  Sabado 17 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n17 Marzo 2018 - 1100 hrs,  1 - 3,  CANCHA ALFREDO PISTACHE TORRES,  88350-atlas-vs-guadalajara
2017-2018,Clausura,  Sabado 17 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n17 Marzo 2018 - 1200 hrs,  2 - 1,  La Cantera Cancha 1,  88382-pumas-vs-veracruz
2017-2018,Clausura,  Domingo 18 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n18 Marzo 2018 - 1100 hrs,  0 - 4,  Ciudad De Los Deportes,  88411-cruz-azul-vs-america
2017-2018,Clausura,  Domingo 18 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n18 Marzo 2018 - 1800 hrs,  7 - 0,  Universitario,  88348-tigres-de-la-uanl-vs-queretaro
2017-2018,Clausura,  Lunes 19 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n19 Marzo 2018 - 1600 hrs,  1 - 3,  Jose Mari­a Morelos y Pavon,  88431-m-morelia-vs-toluca
2017-2018,Clausura,  Lunes 19 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n19 Marzo 2018 - 2100 hrs,  4 - 2,  TSM Corona,  88353-santos-laguna-vs-leon
2017-2018,Clausura,  Lunes 19 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 11-n19 Marzo 2018 - 2000 hrs,  2 - 4,  Caliente,  88337-tijuana-vs-pachuca
2017-2018,Clausura,  Viernes 23 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n23 Marzo 2018 - 1700 hrs,  2 - 2,  Nou Camp,  88354-leon-vs-tigres-de-la-uanl
2017-2018,Clausura,  Sabado 24 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n24 Marzo 2018 - 0900 hrs,  2 - 1,  Centro de Alto Rendimiento Cancha 1,  88420-veracruz-vs-cruz-azul
2017-2018,Clausura,  Sabado 24 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n24 Marzo 2018 - 1100 hrs,  4 - 1,  La Corregidora,  88355-queretaro-vs-necaxa
2017-2018,Clausura,  Domingo 25 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n25 Marzo 2018 - 1230 hrs,  0 - 1,  Verde Valle,  88359-guadalajara-vs-santos-laguna
2017-2018,Clausura,  Lunes 26 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n26 Marzo 2018 - 1800 hrs,  0 - 1,  Nemesio Diez,  88425-toluca-vs-pumas
2017-2018,Clausura,  Lunes 26 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n26 Marzo 2018 - 1900 hrs,  4 - 1,  Hidalgo,  88352-pachuca-vs-m-morelia
2017-2018,Clausura,  Lunes 26 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n26 Marzo 2018 - 2000 hrs,  3 - 0,  Azteca,  88399-america-vs-tijuana
2017-2018,Clausura,  Lunes 26 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 12-n26 Marzo 2018 - 2100 hrs,  6 - 1,  Estadio BBVA Bancomer,  88358-rayados-de-monterrey-vs-atlas
2017-2018,Clausura,  Viernes 30 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n30 Marzo 2018 - 1700 hrs,  2 - 2,  Nou Camp,  88363-leon-vs-queretaro
2017-2018,Clausura,  Sabado 31 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n31 Marzo 2018 - 1100 hrs,  3 - 0,  CANCHA ALFREDO PISTACHE TORRES,  88365-atlas-vs-necaxa
2017-2018,Clausura,  Sabado 31 de Marzo de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n31 Marzo 2018 - 1200 hrs,  0 - 1,  La Cantera Cancha 1,  88342-pumas-vs-pachuca
2017-2018,Clausura,  Lunes 2 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n2 Abril 2018 - 1600 hrs,  1 - 12,  Jose Mari­a Morelos y Pavon,  88426-m-morelia-vs-america
2017-2018,Clausura,  Lunes 2 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n2 Abril 2018 - 1800 hrs,  2 - 0,  Nemesio Diez,  88344-toluca-vs-veracruz
2017-2018,Clausura,  Lunes 2 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n2 Abril 2018 - 2000 hrs,  2 - 5,  Universitario,  88364-tigres-de-la-uanl-vs-guadalajara
2017-2018,Clausura,  Lunes 2 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n2 Abril 2018 - 2100 hrs,  0 - 1,  TSM Corona,  88369-santos-laguna-vs-rayados-de-monterrey
2017-2018,Clausura,  Lunes 2 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 13-n2 Abril 2018 - 1900 hrs,  0 - 0,  Caliente,  88377-tijuana-vs-cruz-azul
2017-2018,Clausura,  Viernes 6 de Abril de 2018-nTemporada 2017-2018-nTorneo Clausura-nJornada 14-n6 Abril 2018 - 1600 hrs,  0 - 1,  Victoria,  88370-necaxa-vs-santos-laguna
