Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2024-2025,Clausura,"{'type': 'text', 'value': 'Jueves 9 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n9 Enero 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11245/atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144882/eyJpZENsdWJsb2NhbCI6MTEyNDUsImlkQ2x1YnZpc2l0YSI6MTExODR9/informe-arbitral-atlas-vs-pachuca-jornada-2-estadio-jalisco-calientemx', 'text': '2 - 3'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/5/estadio-jalisco', 'text': 'Jalisco'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144882/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ4ODIiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-atlas-vs-pachuca-jornada-2-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144882/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ4ODIiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-atlas-vs-pachuca-jornada-2-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144882/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExODQifQ==/informe-arbitral-atlas-vs-pachuca-jornada-2-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144882/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ4ODIiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-atlas-vs-pachuca-jornada-2-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODgyLzIvNzUvMi8xNA==/atlas-vs-pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144882/atlas-vs-pachuca', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Jueves 9 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n9 Enero 2025 - 21:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11185/rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144883/eyJpZENsdWJsb2NhbCI6MTExODUsImlkQ2x1YnZpc2l0YSI6MTExODh9/informe-arbitral-rayados-de-monterrey-vs-pumas-jornada-2-estadio-bbva-canal-9--lmxf-tv-vix', 'text': '2 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11188/pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1608/estadio-bbva', 'text': 'Estadio BBVA'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144883/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ4ODMiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-rayados-de-monterrey-vs-pumas-jornada-2-estadio-bbva-canal-9--lmxf-tv-vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144883/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ4ODMiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-rayados-de-monterrey-vs-pumas-jornada-2-estadio-bbva-canal-9--lmxf-tv-vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144883/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTExODgifQ==/informe-arbitral-rayados-de-monterrey-vs-pumas-jornada-2-estadio-bbva-canal-9--lmxf-tv-vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144883/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ4ODMiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-rayados-de-monterrey-vs-pumas-jornada-2-estadio-bbva-canal-9--lmxf-tv-vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODgzLzIvNzUvMi8xNA==/rayados-de-monterrey-vs-pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144883/rayados-de-monterrey-vs-pumas', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Viernes 10 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n10 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144892/eyJpZENsdWJsb2NhbCI6MTExOTIsImlkQ2x1YnZpc2l0YSI6MTExODJ9/informe-arbitral-santos-laguna-vs-guadalajara-jornada-2-estadio-tsm-corona-calientemx', 'text': '0 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/63/estadio-tsm-corona', 'text': 'TSM Corona'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144892/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ4OTIiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-santos-laguna-vs-guadalajara-jornada-2-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144892/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ4OTIiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-santos-laguna-vs-guadalajara-jornada-2-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144892/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODIifQ==/informe-arbitral-santos-laguna-vs-guadalajara-jornada-2-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144892/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ4OTIiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-santos-laguna-vs-guadalajara-jornada-2-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODkyLzIvNzUvMi8xNA==/santos-laguna-vs-guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144892/santos-laguna-vs-guadalajara', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Viernes 10 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n10 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11191/america', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144894/eyJpZENsdWJsb2NhbCI6MTExOTEsImlkQ2x1YnZpc2l0YSI6MTIwNDJ9/informe-arbitral-america-vs-gallos-blancos-de-queretaro-jornada-2-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': '7 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12042/gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/2/estadio-ciudad-de-los-deportes', 'text': 'Ciudad De Los Deportes'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144894/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ4OTQiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-america-vs-gallos-blancos-de-queretaro-jornada-2-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144894/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ4OTQiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-america-vs-gallos-blancos-de-queretaro-jornada-2-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144894/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIifQ==/informe-arbitral-america-vs-gallos-blancos-de-queretaro-jornada-2-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144894/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ4OTQiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-america-vs-gallos-blancos-de-queretaro-jornada-2-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODk0LzIvNzUvMi8xNA==/america-vs-gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144894/america-vs-gallos-blancos-de-queretaro', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Sábado 11 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n11 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144896/eyJpZENsdWJsb2NhbCI6MTEyNDMsImlkQ2x1YnZpc2l0YSI6MTE3Nzh9/informe-arbitral-leon-vs-club-atletico-de-san-luis-jornada-2-estadio-nou-camp-fox-sports', 'text': '0 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11778/club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/23/estadio-nou-camp', 'text': 'Nou Camp'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144896/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ4OTYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-leon-vs-club-atletico-de-san-luis-jornada-2-estadio-nou-camp-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144896/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ4OTYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-leon-vs-club-atletico-de-san-luis-jornada-2-estadio-nou-camp-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144896/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTE3NzgifQ==/informe-arbitral-leon-vs-club-atletico-de-san-luis-jornada-2-estadio-nou-camp-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144896/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ4OTYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-leon-vs-club-atletico-de-san-luis-jornada-2-estadio-nou-camp-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODk2LzIvNzUvMi8xNA==/leon-vs-club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144896/leon-vs-club-atletico-de-san-luis', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 12 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n12 Enero 2025 - 12:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11543/puebla-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144899/eyJpZENsdWJsb2NhbCI6MTE1NDMsImlkQ2x1YnZpc2l0YSI6MTExODZ9/informe-arbitral-puebla-fc-vs-tigres-de-la-uanl-jornada-2-estadio-cuauhtemoc-fox-sports', 'text': '0 - 3'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/9/estadio-cuauhtemoc', 'text': 'Cuauhtémoc'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144899/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ4OTkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-puebla-fc-vs-tigres-de-la-uanl-jornada-2-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144899/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ4OTkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-puebla-fc-vs-tigres-de-la-uanl-jornada-2-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144899/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYifQ==/informe-arbitral-puebla-fc-vs-tigres-de-la-uanl-jornada-2-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144899/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ4OTkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-puebla-fc-vs-tigres-de-la-uanl-jornada-2-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0ODk5LzIvNzUvMi8xNA==/puebla-fc-vs-tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144899/puebla-fc-vs-tigres-de-la-uanl', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 12 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n12 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144901/eyJpZENsdWJsb2NhbCI6MTExODEsImlkQ2x1YnZpc2l0YSI6MTExODB9/informe-arbitral-cruz-azul-vs-tijuana-jornada-2-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': '1 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1549/estadio-instalaciones-la-noria-cancha-1', 'text': 'Instalaciones la Noria Cancha 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144901/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5MDEiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-cruz-azul-vs-tijuana-jornada-2-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144901/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5MDEiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-cruz-azul-vs-tijuana-jornada-2-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144901/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODAifQ==/informe-arbitral-cruz-azul-vs-tijuana-jornada-2-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144901/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5MDEiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-cruz-azul-vs-tijuana-jornada-2-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTAxLzIvNzUvMi8xNA==/cruz-azul-vs-tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144901/cruz-azul-vs-tijuana', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 12 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 2\n12 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11795/fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144904/eyJpZENsdWJsb2NhbCI6MTE3OTUsImlkQ2x1YnZpc2l0YSI6MTExODl9/informe-arbitral-fc-juarez-vs-necaxa-jornada-2-estadio-olimpico-benito-juarez-youtube', 'text': '1 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11189/necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/17/estadio-olimpico-benito-juarez', 'text': 'Olímpico Benito Juárez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144904/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5MDQiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-fc-juarez-vs-necaxa-jornada-2-estadio-olimpico-benito-juarez-youtube', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144904/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5MDQiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-fc-juarez-vs-necaxa-jornada-2-estadio-olimpico-benito-juarez-youtube', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144904/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODkifQ==/informe-arbitral-fc-juarez-vs-necaxa-jornada-2-estadio-olimpico-benito-juarez-youtube', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144904/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5MDQiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-fc-juarez-vs-necaxa-jornada-2-estadio-olimpico-benito-juarez-youtube', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTA0LzIvNzUvMi8xNA==/fc-juarez-vs-necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144904/fc-juarez-vs-necaxa', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 14 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 3\n14 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11188/pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144917/eyJpZENsdWJsb2NhbCI6MTExODgsImlkQ2x1YnZpc2l0YSI6MTExOTJ9/informe-arbitral-pumas-vs-santos-laguna-jornada-3-estadio-olimpico-universitario-lmxf-tv--vix', 'text': '6 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/7/estadio-olimpico-universitario', 'text': 'Olímpico Universitario'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144917/eyJpZENsdWJsb2NhbCI6IjExMTg4IiwiaWRDbHVidmlzaXRhIjoiMTExOTIiLCJpZFBhcnRpZG8iOiIxNDQ5MTciLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-pumas-vs-santos-laguna-jornada-3-estadio-olimpico-universitario-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144917/eyJpZENsdWJsb2NhbCI6IjExMTg4IiwiaWRDbHVidmlzaXRhIjoiMTExOTIiLCJpZFBhcnRpZG8iOiIxNDQ5MTciLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-pumas-vs-santos-laguna-jornada-3-estadio-olimpico-universitario-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144917/eyJpZENsdWJsb2NhbCI6IjExMTg4IiwiaWRDbHVidmlzaXRhIjoiMTExOTIifQ==/informe-arbitral-pumas-vs-santos-laguna-jornada-3-estadio-olimpico-universitario-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144917/eyJpZENsdWJsb2NhbCI6IjExMTg4IiwiaWRDbHVidmlzaXRhIjoiMTExOTIiLCJpZFBhcnRpZG8iOiIxNDQ5MTciLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-pumas-vs-santos-laguna-jornada-3-estadio-olimpico-universitario-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTE3LzMvNzUvMi8xNA==/pumas-vs-santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144917/pumas-vs-santos-laguna', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Miércoles 15 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 3\n15 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144919/eyJpZENsdWJsb2NhbCI6MTExODQsImlkQ2x1YnZpc2l0YSI6MTExODF9/informe-arbitral-pachuca-vs-cruz-azul-jornada-3-estadio-hidalgo-fox-sports', 'text': '2 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/11/estadio-hidalgo', 'text': 'Hidalgo'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144919/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDQ5MTkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-pachuca-vs-cruz-azul-jornada-3-estadio-hidalgo-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144919/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDQ5MTkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-pachuca-vs-cruz-azul-jornada-3-estadio-hidalgo-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144919/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODEifQ==/informe-arbitral-pachuca-vs-cruz-azul-jornada-3-estadio-hidalgo-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144919/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDQ5MTkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-pachuca-vs-cruz-azul-jornada-3-estadio-hidalgo-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTE5LzMvNzUvMi8xNA==/pachuca-vs-cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144919/pachuca-vs-cruz-azul', 'text': ''}"
